country,city,state,name,address,joined,type_of_office,price,time_period
united-states,phoenix,arizona,novel-coworking-downtown-phoenix,"112 North Central Avenue, Phoenix, United States",February 2020,Membership: Private Office,USD 1050.00,1 Month
united-states,phoenix,arizona,novel-coworking-downtown-phoenix,"112 North Central Avenue, Phoenix, United States",February 2020,Membership: Dedicated Desk,USD 299.00,1 Month
united-states,phoenix,arizona,novel-coworking-downtown-phoenix,"112 North Central Avenue, Phoenix, United States",February 2020,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,phoenix,arizona,novel-coworking-downtown-phoenix,"112 North Central Avenue, Phoenix, United States",February 2020,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Dedicated Desk,USD 450.00,1 Month
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Dedicated Desk,USD 427.50 /month,3 Months
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Dedicated Desk,USD 405.00 /month,6 Months
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Dedicated Desk,USD 382.50 /month,1 Year
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Hot Desk / Open Plan,USD 189.05 /month,3 Months
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Hot Desk / Open Plan,USD 179.10 /month,6 Months
united-states,portland,oregon,the-riveter-portland,"501 Southeast 14th Avenue, Portland, United States",February 2020,Membership: Hot Desk / Open Plan,USD 169.15 /month,1 Year
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Private Office,USD 3000.00,1 Month
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Dedicated Desk,USD 450.00,1 Month
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Dedicated Desk,USD 427.50 /month,3 Months
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Dedicated Desk,USD 405.00 /month,6 Months
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Dedicated Desk,USD 382.50 /month,1 Year
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Hot Desk / Open Plan,USD 189.05 /month,3 Months
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Hot Desk / Open Plan,USD 179.10 /month,6 Months
united-states,denver,colorado,the-riveter-denver,"2734 Walnut Street, Denver, United States",February 2020,Membership: Hot Desk / Open Plan,USD 169.15 /month,1 Year
united-states,columbia,tennessee,cowork-columbia,"19 Public Square, Columbia, United States",February 2020,Membership: Dedicated Desk,USD 300.00,1 Month
united-states,westport,connecticut,serendipity-labs-westport,"55 Post Road West, 2, Westport, United States",February 2020,Membership: Private Office,USD 1000.00,1 Month
united-states,westport,connecticut,serendipity-labs-westport,"55 Post Road West, 2, Westport, United States",February 2020,Membership: Private Office,USD 2100.00,1 Month
united-states,westport,connecticut,serendipity-labs-westport,"55 Post Road West, 2, Westport, United States",February 2020,Membership: Dedicated Desk,USD 600.00,1 Month
united-states,westport,connecticut,serendipity-labs-westport,"55 Post Road West, 2, Westport, United States",February 2020,Membership: Hot Desk / Open Plan,USD 64.00,1 Day
united-states,westport,connecticut,serendipity-labs-westport,"55 Post Road West, 2, Westport, United States",February 2020,Membership: Hot Desk / Open Plan,USD 299.00,1 Month
united-states,monona,wisconsin,brix-coworking-monona,"1574 West Broadway, Monona, United States",February 2020,Membership: Dedicated Desk,USD 250.00,1 Month
united-states,monona,wisconsin,brix-coworking-monona,"1574 West Broadway, Monona, United States",February 2020,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,monona,wisconsin,brix-coworking-monona,"1574 West Broadway, Monona, United States",February 2020,Membership: Hot Desk / Open Plan,USD 125.00,1 Month
united-states,surprise,arizona,office-evolution-surprise,"15331 West Bell Road, 212, Surprise, United States",January 2020,Membership: Hot Desk / Open Plan,USD 109.00,1 Month
united-states,nyc,new-york,labyrinthe,"262 Metropolitan Avenue, NYC, United States",February 2020,Membership: Hot Desk / Open Plan,USD 3.00,1 Hour
united-states,nyc,new-york,labyrinthe,"262 Metropolitan Avenue, NYC, United States",February 2020,Membership: Hot Desk / Open Plan,USD 15.00,1 Day
united-states,charlotte,north-carolina,venture-x,"1213 West MoreHead ST, Charlotte, United States",February 2020,Membership: Private Office,USD 1099.00,1 Month
united-states,charlotte,north-carolina,venture-x,"1213 West MoreHead ST, Charlotte, United States",February 2020,Membership: Private Office,USD 7500.00,1 Month
united-states,charlotte,north-carolina,venture-x,"1213 West MoreHead ST, Charlotte, United States",February 2020,Membership: Dedicated Desk,USD 499.00,1 Month
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 799.00,1 Month
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 759.05 /month,3 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 719.10 /month,6 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 719.10 /month,1 Year
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 719.10 /month,18 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Private Office,USD 639.20 /month,2 Years
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Dedicated Desk,USD 475.00 /month,3 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Dedicated Desk,USD 450.00 /month,6 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Dedicated Desk,USD 450.00 /month,1 Year
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 25.00,1 Hour
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 200.00,1 Day
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 1000.00,1 Week
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 799.00,1 Month
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 799.00 /month,3 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 799.00 /month,6 Months
united-states,houston,texas,local-office-woodway-dr,"5757 Woodway Drive, Houston, United States",February 2020,Membership: Hot Desk / Open Plan,USD 799.00 /month,1 Year
united-states,sarasota,florida,lab-srq,"1343 Main Street, Sarasota, United States",February 2020,Membership: Private Office,USD 1175.00,1 Month
united-states,sarasota,florida,lab-srq,"1343 Main Street, Sarasota, United States",February 2020,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,sarasota,florida,lab-srq,"1343 Main Street, Sarasota, United States",February 2020,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,sarasota,florida,lab-srq,"1343 Main Street, Sarasota, United States",February 2020,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,washington,washington-dc,novel-coworking-dupont-circle-washington-dc,"1201 Connecticut Avenue Northwest, Washington, United States",March 2020,Membership: Private Office,USD 699.00,1 Month
united-states,washington,washington-dc,novel-coworking-dupont-circle-washington-dc,"1201 Connecticut Avenue Northwest, Washington, United States",March 2020,Membership: Dedicated Desk,USD 329.00,1 Month
united-states,washington,washington-dc,novel-coworking-dupont-circle-washington-dc,"1201 Connecticut Avenue Northwest, Washington, United States",March 2020,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1425.00,1 Month
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1353.75 /month,6 Months
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1282.50 /month,1 Year
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1211.25 /month,18 Months
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1140.00 /month,2 Years
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Private Office,USD 1325.00,1 Month
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Dedicated Desk,USD 299.00,1 Month
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,san-jose,california,novel-coworking-north-first,"2150 North 1st Street, San Jose, United States",February 2020,Membership: Hot Desk / Open Plan,USD 179.00,1 Month
united-states,norwalk,connecticut,sono50-sono-suites,"50 Washington Street, Norwalk, United States",March 2020,Membership: Private Office,USD 900.00,1 Month
united-states,norwalk,connecticut,sono50-sono-suites,"50 Washington Street, Norwalk, United States",March 2020,Membership: Private Office,USD 810.00 /month,1 Year
united-states,norwalk,connecticut,sono50-sono-suites,"50 Washington Street, Norwalk, United States",March 2020,Membership: Hot Desk / Open Plan,USD 900.00,1 Month
united-states,norwalk,connecticut,sono50-sono-suites,"50 Washington Street, Norwalk, United States",March 2020,Membership: Hot Desk / Open Plan,USD 810.00 /month,1 Year
united-states,pittsburgh,pennsylvania,brunoworks,"947 Liberty Avenue, Storefront, Pittsburgh, United States",March 2020,Membership: Dedicated Desk,USD 275.00,1 Month
united-states,pittsburgh,pennsylvania,brunoworks,"947 Liberty Avenue, Storefront, Pittsburgh, United States",March 2020,Membership: Hot Desk / Open Plan,USD 275.00,1 Month
united-states,norfolk,virginia,colley-executive-offices,"900 Granby Street, Norfolk, United States",March 2020,Membership: Private Office,USD 495.00,1 Month
united-states,norfolk,virginia,colley-executive-offices,"900 Granby Street, Norfolk, United States",March 2020,Membership: Private Office,USD 549.00,1 Month
united-states,norfolk,virginia,colley-executive-offices,"900 Granby Street, Norfolk, United States",March 2020,Membership: Private Office,USD 595.00,1 Month
united-states,norfolk,virginia,colley-executive-offices,"900 Granby Street, Norfolk, United States",March 2020,Membership: Private Office,USD 649.00,1 Month
united-states,norfolk,virginia,colley-executive-offices,"900 Granby Street, Norfolk, United States",March 2020,Membership: Private Office,USD 795.00,1 Month
united-states,wauwatosa,wisconsin,serendipity-labs-milwaukee-wauwatosa,"11220 West Burleigh Street, Wauwatosa, United States",February 2020,Membership: Private Office,USD 879.00,1 Month
united-states,wauwatosa,wisconsin,serendipity-labs-milwaukee-wauwatosa,"11220 West Burleigh Street, Wauwatosa, United States",February 2020,Membership: Private Office,USD 1699.00,1 Month
united-states,wauwatosa,wisconsin,serendipity-labs-milwaukee-wauwatosa,"11220 West Burleigh Street, Wauwatosa, United States",February 2020,Membership: Dedicated Desk,USD 489.00,1 Month
united-states,wauwatosa,wisconsin,serendipity-labs-milwaukee-wauwatosa,"11220 West Burleigh Street, Wauwatosa, United States",February 2020,Membership: Hot Desk / Open Plan,USD 49.00,1 Day
united-states,wauwatosa,wisconsin,serendipity-labs-milwaukee-wauwatosa,"11220 West Burleigh Street, Wauwatosa, United States",February 2020,Membership: Hot Desk / Open Plan,USD 399.00,1 Month
united-states,west-view,pennsylvania,perryworks-coworking,"454 Perry Highway, West View, United States",March 2020,Membership: Private Office,USD 750.00,1 Month
united-states,west-view,pennsylvania,perryworks-coworking,"454 Perry Highway, West View, United States",March 2020,Membership: Dedicated Desk,USD 200.00,1 Month
united-states,west-view,pennsylvania,perryworks-coworking,"454 Perry Highway, West View, United States",March 2020,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,west-view,pennsylvania,perryworks-coworking,"454 Perry Highway, West View, United States",March 2020,Membership: Hot Desk / Open Plan,USD 99.00,1 Month
united-states,tacoma,washington,surgetacoma-2,"2367 Tacoma Avenue South, Tacoma, United States",March 2020,Membership: Dedicated Desk,USD 249.00,1 Month
united-states,tacoma,washington,surgetacoma-2,"2367 Tacoma Avenue South, Tacoma, United States",March 2020,Membership: Hot Desk / Open Plan,USD 15.00,1 Day
united-states,tacoma,washington,surgetacoma-2,"2367 Tacoma Avenue South, Tacoma, United States",March 2020,Membership: Hot Desk / Open Plan,USD 75.00,1 Month
united-states,warren,rhode-island,sprout-coworking-warren,"489 Main Street, Warren, United States",March 2020,Membership: Hot Desk / Open Plan,USD 200.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Private Office,USD 2803.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Private Office,USD 1480.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Private Office,USD 1480.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Private Office,USD 1520.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Dedicated Desk,USD 445.00,1 Month
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Hot Desk / Open Plan,USD 35.00,1 Day
united-states,long-beach,california,workspaces,"One World Trade Center, 8th Floor, Long Beach, United States",March 2020,Membership: Hot Desk / Open Plan,USD 200.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 685.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 650.75 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 616.50 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 582.25 /month,2 Years
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 929.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 882.55 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 836.10 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 789.65 /month,2 Years
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 809.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 768.55 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 728.10 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 687.65 /month,2 Years
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1739.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1652.05 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1565.10 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1478.15 /month,2 Years
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1389.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1319.55 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1250.10 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Private Office,USD 1180.65 /month,2 Years
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Dedicated Desk,USD 349.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Dedicated Desk,USD 331.55 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Dedicated Desk,USD 314.10 /month,1 Year
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Hot Desk / Open Plan,USD 19.00,1 Day
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Hot Desk / Open Plan,USD 111.00,1 Month
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Hot Desk / Open Plan,USD 105.45 /month,6 Months
united-states,fort-collins,colorado,spaces,"242 Linden Street, Fort Collins, United States",March 2020,Membership: Hot Desk / Open Plan,USD 99.90 /month,1 Year
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 800.00,1 Month
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 760.00 /month,1 Year
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 740.00 /month,2 Years
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1100.00,1 Month
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1045.00 /month,1 Year
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1017.50 /month,2 Years
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1250.00,1 Month
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1187.50 /month,1 Year
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Private Office,USD 1156.25 /month,2 Years
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Dedicated Desk,USD 475.00 /month,1 Year
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Hot Desk / Open Plan,USD 229.00,1 Month
united-states,midland,texas,second-story-coworking,"223 West Wall Street, Midland, United States",March 2020,Membership: Hot Desk / Open Plan,USD 217.55 /month,1 Year
united-states,snohomish,washington,snoworks-community-workspace,"108 Union Avenue, Snohomish, United States",March 2020,Membership: Private Office,USD 1000.00,1 Month
united-states,snohomish,washington,snoworks-community-workspace,"108 Union Avenue, Snohomish, United States",March 2020,Membership: Dedicated Desk,USD 400.00,1 Month
united-states,snohomish,washington,snoworks-community-workspace,"108 Union Avenue, Snohomish, United States",March 2020,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 800.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 600.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1000.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1300.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1500.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1600.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1900.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 1900.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 2400.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 2400.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 2900.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 3500.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 3500.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 3800.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Private Office,USD 3800.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,bethlehem,pennsylvania,venture-x-bethlehem,"306 South New Street, Bethlehem, United States",March 2020,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,stamford,connecticut,overseas-development,"953 Washington Boulevard, Stamford, United States",March 2020,Membership: Private Office,USD 700.00,1 Month
united-states,stamford,connecticut,overseas-development,"953 Washington Boulevard, Stamford, United States",March 2020,Membership: Dedicated Desk,USD 550.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1595.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1537.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1494.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1450.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1595.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1537.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1494.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1450.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1650.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1590.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1545.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1500.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 935.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 900.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 875.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 850.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 935.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 900.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 875.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 850.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 935.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 900.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 875.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 850.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 935.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 900.00 /month,3 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 875.00 /month,6 Months
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 850.00 /month,1 Year
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1595.00,1 Month
united-states,centennial,colorado,the-village-workspace,"7173 South Havana Street, Suite A600, Centennial, United States",March 2020,Membership: Private Office,USD 1537.00 /month,3 Months
